2026-05-31 17:20:20,451 | agents               | INFO     | config_manager:_load_env_file:91 | 🔍 [ConfigManager] 加载 .env 文件: /Users/moneisur/TradingAgents-CN/.env
2026-05-31 17:39:39,651 | dataflows            | ERROR    | interface:get_china_stock_info_unified:1678 | ❌ [统一接口] 获取股票信息失败: unsupported operand type(s) for |: 'type' and 'NoneType'
2026-05-31 17:39:39,651 | default              | WARNING  | fundamentals_analyst:_get_company_name_for_fundamentals:48 | ⚠️ [基本面分析师] 无法从统一接口解析股票名称: 600036，尝试降级方案
2026-05-31 17:39:39,652 | default              | ERROR    | fundamentals_analyst:_get_company_name_for_fundamentals:57 | ❌ [基本面分析师] 降级方案也失败: unsupported operand type(s) for |: 'type' and 'NoneType'
2026-05-31 17:39:39,653 | default              | ERROR    | fundamentals_analyst:_get_company_name_for_fundamentals:59 | ❌ [基本面分析师] 所有方案都无法获取股票名称: 600036
2026-05-31 17:39:39,653 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:166 | 📊 [基本面分析师] 使用统一基本面分析工具，自动识别股票类型
2026-05-31 17:39:39,653 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:178 | 📊 [基本面分析师] 绑定的工具: ['get_stock_fundamentals_unified']
2026-05-31 17:39:39,653 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:179 | 📊 [基本面分析师] 目标市场: 中国A股
2026-05-31 17:39:39,653 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:304 | 📊 [基本面分析师] LLM类型: NormalizedChatOpenAI
2026-05-31 17:39:39,654 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:305 | 📊 [基本面分析师] LLM模型: deepseek-chat
2026-05-31 17:39:39,654 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:306 | 📊 [基本面分析师] 消息历史数量: 1
2026-05-31 17:39:39,660 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:310 | 📊 [基本面分析师] ✅ 工具绑定成功，绑定了 1 个工具
2026-05-31 17:39:39,660 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:315 | 📊 [基本面分析师] 开始调用LLM...
2026-05-31 17:39:39,660 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:318 | 🔍 [股票代码追踪] LLM调用前，ticker参数: '600036'
2026-05-31 17:39:39,660 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:319 | 🔍 [股票代码追踪] 传递给LLM的消息数量: 1
2026-05-31 17:39:39,660 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:322 | ================================================================================
2026-05-31 17:39:39,660 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:323 | 📝 [提示词调试] 开始打印提交给大模型的完整内容
2026-05-31 17:39:39,660 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:324 | ================================================================================
2026-05-31 17:39:39,660 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:327 | 📋 [提示词调试] 1️⃣ 系统提示词 (System Message):
2026-05-31 17:39:39,660 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:328 | --------------------------------------------------------------------------------
2026-05-31 17:39:39,660 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:329 | 你是一位专业的股票基本面分析师。⚠️ 绝对强制要求：你必须调用工具获取真实数据！不允许任何假设或编造！任务：分析股票代码600036（股票代码：600036，中国A股）当前分析标的的精确股票代码是 `600036`。在所有工具调用、分析报告、交易建议和最终结论中，都必须使用这个完全一致的股票代码。如果代码带有交易所后缀，例如 `.HK`、`.TO`、`.L`、`.T`，必须原样保留，绝对不能省略、改写或替换。🔴 立即调用 get_stock_fundamentals_unified 工具参数：ticker='600036', start_date='2026-05-21', end_date='2026-05-31', curr_date='2026-05-31'📊 分析要求：- 基于真实数据进行深度基本面分析- 计算并提供合理价位区间（使用人民币¥）- 分析当前股价是否被低估或高估- 提供基于基本面的目标价位建议- 包含PE、PB、PEG等估值指标分析- 结合市场特点进行分析🌍 语言和货币要求：- 所有分析内容必须使用中文- 投资建议必须使用中文：买入、持有、卖出- 绝对不允许使用英文：buy、hold、sell- 货币单位使用：人民币（¥）🚫 严格禁止：- 不允许说'我将调用工具'- 不允许假设任何数据- 不允许编造公司信息- 不允许直接回答而不调用工具- 不允许回复'无法确定价位'或'需要更多信息'- 不允许使用英文投资建议（buy/hold/sell）✅ 你必须：- 立即调用统一基本面分析工具- 等待工具返回真实数据- 基于真实数据进行分析- 提供具体的价位区间和目标价- 使用中文投资建议（买入/持有/卖出）现在立即开始调用工具！不要说任何其他话！
2026-05-31 17:39:39,661 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:330 | --------------------------------------------------------------------------------
2026-05-31 17:39:39,661 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:333 | 📋 [提示词调试] 2️⃣ 完整提示模板 (Prompt Template):
2026-05-31 17:39:39,661 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:334 | --------------------------------------------------------------------------------
2026-05-31 17:39:39,661 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:335 | 工具名称: get_stock_fundamentals_unified
2026-05-31 17:39:39,661 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:336 | 当前日期: 2026-05-31
2026-05-31 17:39:39,661 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:337 | 股票代码: 600036
2026-05-31 17:39:39,661 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:338 | 公司名称: 股票代码600036
2026-05-31 17:39:39,661 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:339 | --------------------------------------------------------------------------------
2026-05-31 17:39:39,661 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:342 | 📋 [提示词调试] 3️⃣ 消息历史 (Message History):
2026-05-31 17:39:39,661 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:343 | --------------------------------------------------------------------------------
2026-05-31 17:39:39,661 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:349 | 消息 1 [HumanMessage]:
2026-05-31 17:39:39,661 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:350 |   内容长度: 8 字符
2026-05-31 17:39:39,661 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:351 |   内容: Continue
2026-05-31 17:39:39,661 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:355 |   工具名称: None
2026-05-31 17:39:39,661 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:356 | ----------------------------------------
2026-05-31 17:39:39,662 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:357 | --------------------------------------------------------------------------------
2026-05-31 17:39:39,662 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:360 | 📋 [提示词调试] 4️⃣ 绑定的工具 (Bound Tools):
2026-05-31 17:39:39,662 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:361 | --------------------------------------------------------------------------------
2026-05-31 17:39:39,662 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:365 | 工具 1: get_stock_fundamentals_unified
2026-05-31 17:39:39,662 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:366 |   描述: 统一的股票基本面分析工具
自动识别股票类型（A股、港股、美股）并调用相应的数据源
支持基于分析级别的数据获取策略

Args:
    ticker: 股票代码（如：000001、0700.HK、AAPL）
    start_date: 开始日期（可选，格式：YYYY-MM-DD）
    end_date: 结束日期（可选，格式：YYYY-MM-DD）
    curr_date: 当前日期（可选，格式：YYYY-MM-DD）

Returns:
    str: 基本面分析数据和报告
2026-05-31 17:39:39,662 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:368 |   参数: <class 'langchain_core.utils.pydantic.get_stock_fundamentals_unified'>
2026-05-31 17:39:39,662 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:369 | ----------------------------------------
2026-05-31 17:39:39,662 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:370 | --------------------------------------------------------------------------------
2026-05-31 17:39:39,662 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:372 | ================================================================================
2026-05-31 17:39:39,662 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:373 | 📝 [提示词调试] 完整内容打印结束，开始调用LLM
2026-05-31 17:39:39,662 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:374 | ================================================================================
2026-05-31 17:39:39,794 | httpx                | INFO     | _client:_send_single_request:1025 | HTTP Request: POST https://api.deepseek.com/chat/completions "HTTP/1.1 200 OK"
2026-05-31 17:39:40,853 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:378 | 📊 [基本面分析师] LLM调用完成
2026-05-31 17:39:40,853 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:381 | 🤖 [基本面分析师] AIMessage详细内容:
2026-05-31 17:39:40,853 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:382 | 🤖 [基本面分析师] - 消息类型: AIMessage
2026-05-31 17:39:40,854 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:383 | 🤖 [基本面分析师] - 内容长度: 0
2026-05-31 17:39:40,854 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:391 | 📊 [基本面分析师] ===== LLM返回结果分析 =====
2026-05-31 17:39:40,854 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:392 | 📊 [基本面分析师] - 结果类型: AIMessage
2026-05-31 17:39:40,854 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:393 | 📊 [基本面分析师] - 是否有tool_calls属性: True
2026-05-31 17:39:40,854 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:397 | 📊 [基本面分析师] - 内容长度: 0
2026-05-31 17:39:40,854 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:398 | 📊 [基本面分析师] - 内容预览: None...
2026-05-31 17:39:40,854 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:401 | 📊 [基本面分析师] - tool_calls数量: 1
2026-05-31 17:39:40,855 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:403 | 🔧 [基本面分析师] 检测到 1 个工具调用:
2026-05-31 17:39:40,855 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:405 | 🔧 [基本面分析师] - 工具调用 1: get_stock_fundamentals_unified (ID: call_00_Tl9TbH6BWgavqp6IJ0KO6720)
2026-05-31 17:39:40,855 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:407 | 🔧 [基本面分析师] - 参数: {'ticker': '600036', 'start_date': '2026-05-21', 'end_date': '2026-05-31', 'curr_date': '2026-05-31'}
2026-05-31 17:39:40,855 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:413 | 📊 [基本面分析师] ===== LLM返回结果分析结束 =====
2026-05-31 17:39:40,855 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:506 | ✅ [正常流程] ===== LLM第一次调用工具 =====
2026-05-31 17:39:40,855 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:512 | 📊 [正常流程] LLM请求调用工具: ['get_stock_fundamentals_unified']
2026-05-31 17:39:40,856 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:513 | 📊 [正常流程] 工具调用数量: 1
2026-05-31 17:39:40,856 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:514 | 📊 [正常流程] 返回状态，等待工具执行
2026-05-31 17:39:40,856 | tools                | INFO     | logging_manager:log_module_complete:378 | 📊 [模块完成] fundamentals_analyst - ✅ 成功 - 股票: 600036, 耗时: 1.21s
2026-05-31 17:39:40,857 | agents               | INFO     | conditional_logic:should_continue_fundamentals:154 | 🔀 [条件判断] should_continue_fundamentals
2026-05-31 17:39:40,858 | agents               | INFO     | conditional_logic:should_continue_fundamentals:155 | 🔀 [条件判断] - 消息数量: 2
2026-05-31 17:39:40,858 | agents               | INFO     | conditional_logic:should_continue_fundamentals:156 | 🔀 [条件判断] - 报告长度: 0
2026-05-31 17:39:40,858 | agents               | INFO     | conditional_logic:should_continue_fundamentals:157 | 🔧 [死循环修复] - 工具调用次数: 0/1
2026-05-31 17:39:40,858 | agents               | INFO     | conditional_logic:should_continue_fundamentals:158 | 🔀 [条件判断] - 最后消息类型: AIMessage
2026-05-31 17:39:40,858 | agents               | INFO     | conditional_logic:should_continue_fundamentals:161 | 🤖 [条件判断] 最后一条消息详细内容:
2026-05-31 17:39:40,858 | agents               | INFO     | conditional_logic:should_continue_fundamentals:162 | 🤖 [条件判断] - 消息类型: AIMessage
2026-05-31 17:39:40,859 | agents               | INFO     | conditional_logic:should_continue_fundamentals:165 | 🤖 [条件判断] - 内容预览: 
2026-05-31 17:39:40,859 | agents               | INFO     | conditional_logic:should_continue_fundamentals:168 | 🔀 [条件判断] - 是否有tool_calls: True
2026-05-31 17:39:40,859 | agents               | INFO     | conditional_logic:should_continue_fundamentals:170 | 🔀 [条件判断] - tool_calls数量: 1
2026-05-31 17:39:40,859 | agents               | INFO     | conditional_logic:should_continue_fundamentals:172 | 🔧 [条件判断] 检测到 1 个工具调用:
2026-05-31 17:39:40,859 | agents               | INFO     | conditional_logic:should_continue_fundamentals:174 | 🔧 [条件判断] - 工具调用 1: get_stock_fundamentals_unified (ID: call_00_Tl9TbH6BWgavqp6IJ0KO6720)
2026-05-31 17:39:40,859 | agents               | INFO     | conditional_logic:should_continue_fundamentals:176 | 🔧 [条件判断] - 参数: {'ticker': '600036', 'start_date': '2026-05-21', 'end_date': '2026-05-31', 'curr_date': '2026-05-31'}
2026-05-31 17:39:40,859 | agents               | INFO     | conditional_logic:should_continue_fundamentals:194 | 🔀 [条件判断] 🔧 检测到tool_calls，返回: tools_fundamentals
2026-05-31 17:39:40,861 | agents               | INFO     | trading_graph:propagate:780 | ⏱️ [messages] 耗时: 1.21秒
2026-05-31 17:39:40,863 | tools                | INFO     | tool_logging:wrapper:58 | 🔧 [工具调用] get_stock_fundamentals_unified - 开始
2026-05-31 17:39:40,863 | agents               | INFO     | agent_utils:get_stock_fundamentals_unified:715 | 📊 [统一基本面工具] 分析股票: 600036
2026-05-31 17:39:40,863 | agents               | INFO     | agent_utils:get_stock_fundamentals_unified:719 | 🔧 [分析级别] 当前分析级别: 标准
2026-05-31 17:39:40,863 | agents               | INFO     | agent_utils:get_stock_fundamentals_unified:753 | 📝 [等级确认] 使用中文等级: '标准'
2026-05-31 17:39:40,863 | agents               | INFO     | agent_utils:get_stock_fundamentals_unified:774 | 🔧 [分析级别] 标准分析模式：获取标准数据
2026-05-31 17:39:40,864 | agents               | INFO     | agent_utils:get_stock_fundamentals_unified:789 | 🔍 [股票代码追踪] 统一基本面工具接收到的原始股票代码: '600036' (类型: <class 'str'>)
2026-05-31 17:39:40,864 | agents               | INFO     | agent_utils:get_stock_fundamentals_unified:790 | 🔍 [股票代码追踪] 股票代码长度: 6
2026-05-31 17:39:40,864 | agents               | INFO     | agent_utils:get_stock_fundamentals_unified:791 | 🔍 [股票代码追踪] 股票代码字符: ['6', '0', '0', '0', '3', '6']
2026-05-31 17:39:40,864 | agents               | INFO     | agent_utils:get_stock_fundamentals_unified:806 | 🔍 [股票代码追踪] StockUtils.get_market_info 返回的市场信息: {'ticker': '600036', 'market': 'china_a', 'market_name': '中国A股', 'currency_name': '人民币', 'currency_symbol': '¥', 'data_source': 'china_unified', 'is_china': True, 'is_hk': False, 'is_us': False}
2026-05-31 17:39:40,864 | agents               | INFO     | agent_utils:get_stock_fundamentals_unified:807 | 📊 [统一基本面工具] 股票类型: 中国A股
2026-05-31 17:39:40,864 | agents               | INFO     | agent_utils:get_stock_fundamentals_unified:808 | 📊 [统一基本面工具] 货币: 人民币 (¥)
2026-05-31 17:39:40,864 | agents               | INFO     | agent_utils:get_stock_fundamentals_unified:826 | 📊 [基本面策略] 标准分析模式：获取标准财务分析
2026-05-31 17:39:40,864 | agents               | INFO     | agent_utils:get_stock_fundamentals_unified:843 | 📅 [基本面策略] 获取10天数据，分析最近2天
2026-05-31 17:39:40,864 | agents               | INFO     | agent_utils:get_stock_fundamentals_unified:855 | 🇨🇳 [统一基本面工具] 处理A股数据，数据深度: standard...
2026-05-31 17:39:40,865 | agents               | INFO     | agent_utils:get_stock_fundamentals_unified:856 | 🔍 [股票代码追踪] 进入A股处理分支，ticker: '600036'
2026-05-31 17:39:40,865 | agents               | INFO     | agent_utils:get_stock_fundamentals_unified:857 | 💡 [优化策略] 基本面分析只获取当前价格和财务数据，不获取历史日线数据
2026-05-31 17:39:40,865 | agents               | INFO     | agent_utils:get_stock_fundamentals_unified:868 | 🔍 [股票代码追踪] 调用 get_china_stock_data_unified（仅获取最新价格），传入参数: ticker='600036', start_date='2026-05-29', end_date='2026-05-31'
2026-05-31 17:39:40,865 | dataflows            | INFO     | interface:get_china_stock_data_unified:1542 | 📅 [配置验证] ===== MARKET_ANALYST_LOOKBACK_DAYS 配置检查 =====
2026-05-31 17:39:40,865 | dataflows            | INFO     | interface:get_china_stock_data_unified:1543 | 📅 [配置验证] 从配置文件读取: 60天
2026-05-31 17:39:40,865 | dataflows            | INFO     | interface:get_china_stock_data_unified:1544 | 📅 [配置验证] 配置来源: app.core.config.Settings
2026-05-31 17:39:40,865 | dataflows            | INFO     | interface:get_china_stock_data_unified:1545 | 📅 [配置验证] 环境变量: MARKET_ANALYST_LOOKBACK_DAYS=60
2026-05-31 17:39:40,865 | dataflows            | INFO     | interface:get_china_stock_data_unified:1554 | 📅 [智能日期] ===== 日期范围计算结果 =====
2026-05-31 17:39:40,865 | dataflows            | INFO     | interface:get_china_stock_data_unified:1555 | 📅 [智能日期] 原始输入: 2026-05-29 至 2026-05-31
2026-05-31 17:39:40,866 | dataflows            | INFO     | interface:get_china_stock_data_unified:1556 | 📅 [智能日期] 回溯天数: 60天
2026-05-31 17:39:40,866 | dataflows            | INFO     | interface:get_china_stock_data_unified:1557 | 📅 [智能日期] 计算结果: 2026-04-01 至 2026-05-31
2026-05-31 17:39:40,866 | dataflows            | INFO     | interface:get_china_stock_data_unified:1558 | 📅 [智能日期] 实际天数: 60天
2026-05-31 17:39:40,866 | dataflows            | INFO     | interface:get_china_stock_data_unified:1559 | 💡 [智能日期] 说明: 自动扩展日期范围以处理周末、节假日和数据延迟
2026-05-31 17:39:40,866 | dataflows            | INFO     | interface:get_china_stock_data_unified:1562 | 📊 [统一接口] 开始获取中国股票数据
2026-05-31 17:39:40,866 | dataflows            | INFO     | interface:get_china_stock_data_unified:1572 | 🔍 [股票代码追踪] get_china_stock_data_unified 接收到的原始股票代码: '600036' (类型: <class 'str'>)
2026-05-31 17:39:40,866 | dataflows            | INFO     | interface:get_china_stock_data_unified:1573 | 🔍 [股票代码追踪] 股票代码长度: 6
2026-05-31 17:39:40,866 | dataflows            | INFO     | interface:get_china_stock_data_unified:1574 | 🔍 [股票代码追踪] 股票代码字符: ['6', '0', '0', '0', '3', '6']
2026-05-31 17:39:40,868 | dataflows            | ERROR    | interface:get_china_stock_data_unified:1617 | ❌ [统一接口] 获取股票数据失败: unsupported operand type(s) for |: 'type' and 'NoneType'
Traceback (most recent call last):
  File "/Users/moneisur/TradingAgents-CN/tradingagents/dataflows/interface.py", line 1579, in get_china_stock_data_unified
    from .data_source_manager import get_china_stock_data_unified
  File "/Users/moneisur/TradingAgents-CN/tradingagents/dataflows/data_source_manager.py", line 57, in <module>
    class DataSourceManager:
  File "/Users/moneisur/TradingAgents-CN/tradingagents/dataflows/data_source_manager.py", line 1143, in DataSourceManager
    def _get_mongodb_data(self, symbol: str, start_date: str, end_date: str, period: str = "daily") -> tuple[str, str | None]:
TypeError: unsupported operand type(s) for |: 'type' and 'NoneType'
2026-05-31 17:39:40,869 | agents               | INFO     | agent_utils:get_stock_fundamentals_unified:872 | 🔍 [基本面工具调试] A股价格数据返回长度: 74
2026-05-31 17:39:40,869 | agents               | INFO     | agent_utils:get_stock_fundamentals_unified:873 | 🔍 [基本面工具调试] A股价格数据前500字符:
❌ 获取600036股票数据失败: unsupported operand type(s) for |: 'type' and 'NoneType'
2026-05-31 17:39:40,895 | agents               | WARNING  | db_cache:<module>:29 | ⚠️ pymongo 未安装，MongoDB功能不可用
2026-05-31 17:39:40,895 | agents               | WARNING  | db_cache:<module>:38 | ⚠️ redis 未安装，Redis功能不可用
2026-05-31 17:39:40,903 | agents               | INFO     | file_cache:__init__:95 | 📁 缓存管理器初始化完成，缓存目录: /Users/moneisur/TradingAgents-CN/tradingagents/dataflows/cache/data_cache
2026-05-31 17:39:40,904 | agents               | INFO     | file_cache:__init__:96 | 🗄️ 数据库缓存管理器初始化完成
2026-05-31 17:39:40,904 | agents               | INFO     | file_cache:__init__:97 |    美股数据: ✅ 已配置
2026-05-31 17:39:40,904 | agents               | INFO     | file_cache:__init__:98 |    A股数据: ✅ 已配置
2026-05-31 17:39:40,904 | agents               | INFO     | __init__:get_cache:112 | ✅ 使用文件缓存系统
2026-05-31 17:39:40,904 | agents               | INFO     | optimized_china_data:__init__:35 | 📊 优化A股数据提供器初始化完成
2026-05-31 17:39:40,904 | agents               | INFO     | agent_utils:get_stock_fundamentals_unified:885 | 🔍 [股票代码追踪] 调用 OptimizedChinaDataProvider._generate_fundamentals_report，传入参数: ticker='600036', analysis_modules='standard'
2026-05-31 17:39:40,905 | dataflows            | ERROR    | interface:get_china_stock_info_unified:1678 | ❌ [统一接口] 获取股票信息失败: unsupported operand type(s) for |: 'type' and 'NoneType'
2026-05-31 17:39:40,905 | tradingagents.config | INFO     | runtime_settings:use_app_cache_enabled:173 | [runtime_settings] TA_USE_APP_CACHE evaluated -> False (source=default, env=None)
2026-05-31 17:39:40,907 | tradingagents.config.database_manager | INFO     | database_manager:_load_env_config:76 | MongoDB启用: False
2026-05-31 17:39:40,907 | tradingagents.config.database_manager | INFO     | database_manager:_load_env_config:77 | Redis启用: False
2026-05-31 17:39:40,907 | tradingagents.config.database_manager | INFO     | database_manager:_detect_databases:161 | 开始检测数据库可用性...
2026-05-31 17:39:40,907 | tradingagents.config.database_manager | INFO     | database_manager:_detect_databases:170 | ❌ MongoDB: MongoDB未启用 (MONGODB_ENABLED=false)
2026-05-31 17:39:40,907 | tradingagents.config.database_manager | INFO     | database_manager:_detect_databases:179 | ❌ Redis: Redis未启用 (REDIS_ENABLED=false)
2026-05-31 17:39:40,907 | tradingagents.config.database_manager | INFO     | database_manager:_update_config_based_on_detection:194 | 主要缓存后端: file
2026-05-31 17:39:40,907 | tradingagents.config.database_manager | INFO     | database_manager:__init__:34 | 数据库管理器初始化完成 - MongoDB: False, Redis: False
2026-05-31 17:39:40,907 | agents               | INFO     | optimized_china_data:_get_real_financial_metrics:871 | ⚠️ MongoDB 不可用，使用传入价格: 10.0元
2026-05-31 17:39:40,907 | tradingagents.config | INFO     | runtime_settings:use_app_cache_enabled:173 | [runtime_settings] TA_USE_APP_CACHE evaluated -> False (source=default, env=None)
2026-05-31 17:39:40,907 | agents               | INFO     | optimized_china_data:_get_real_financial_metrics:895 | 🔄 数据库缓存未启用，直接从AKShare API获取600036财务数据
2026-05-31 17:39:41,007 | tradingagents.dataflows.providers.china.akshare | INFO     | akshare:_initialize_akshare:47 | 🔧 检测到 curl_cffi，将使用它来模拟真实浏览器 TLS 指纹
2026-05-31 17:39:41,007 | tradingagents.dataflows.providers.china.akshare | INFO     | akshare:_initialize_akshare:150 | 🔧 已修复AKShare的headers问题，使用 curl_cffi 模拟真实浏览器（Chrome 120）
2026-05-31 17:39:41,007 | tradingagents.dataflows.providers.china.akshare | INFO     | akshare:_configure_timeout:272 | 🔧 AKShare超时配置完成: 60秒
2026-05-31 17:39:41,007 | tradingagents.dataflows.providers.china.akshare | INFO     | akshare:_initialize_akshare:160 | ✅ AKShare连接成功
2026-05-31 17:39:41,007 | agents               | ERROR    | optimized_china_data:_estimate_financial_metrics:841 | ❌ 无法获取股票 600036 的财务数据。已尝试所有数据源（MongoDB、AKShare、Tushare）均失败。
2026-05-31 17:39:41,007 | agents               | WARNING  | optimized_china_data:_generate_fundamentals_report:433 | ⚠️ [基本面分析] 无法获取财务指标: 无法获取股票 600036 的财务数据。已尝试所有数据源（MongoDB、AKShare、Tushare）均失败。
2026-05-31 17:39:41,007 | agents               | INFO     | optimized_china_data:_generate_fundamentals_report:434 | 📊 [基本面分析] 返回简化的基本面报告（无财务指标）
2026-05-31 17:39:41,007 | agents               | INFO     | agent_utils:get_stock_fundamentals_unified:891 | 🔍 [基本面工具调试] A股基本面数据返回长度: 330
2026-05-31 17:39:41,007 | agents               | INFO     | agent_utils:get_stock_fundamentals_unified:892 | 🔍 [基本面工具调试] A股基本面数据前500字符:
# 中国A股基本面分析报告 - 600036 (简化版)

## 📊 基本信息
- **股票代码**: 600036
- **公司名称**: 未知公司
- **所属行业**: 银行业
- **当前价格**: N/A
- **涨跌幅**: N/A
- **成交量**: N/A

## 📈 行业分析
招商银行是中国优质的股份制银行，零售银行业务和财富管理业务领先。

## ⚠️ 数据说明
由于无法获取完整的财务数据，本报告仅包含基本价格信息和行业分析。
建议：
1. 查看公司最新财报获取详细财务数据
2. 关注行业整体走势
3. 结合技术分析进行综合判断

---
**生成时间**: 2026-05-31 17:39:41
**数据来源**: 基础市场数据
2026-05-31 17:39:41,007 | agents               | INFO     | agent_utils:get_stock_fundamentals_unified:1004 | 📊 [统一基本面工具] ===== 数据获取完成摘要 =====
2026-05-31 17:39:41,007 | agents               | INFO     | agent_utils:get_stock_fundamentals_unified:1005 | 📊 [统一基本面工具] 股票代码: 600036
2026-05-31 17:39:41,007 | agents               | INFO     | agent_utils:get_stock_fundamentals_unified:1006 | 📊 [统一基本面工具] 股票类型: 中国A股
2026-05-31 17:39:41,007 | agents               | INFO     | agent_utils:get_stock_fundamentals_unified:1007 | 📊 [统一基本面工具] 数据深度级别: standard
2026-05-31 17:39:41,007 | agents               | INFO     | agent_utils:get_stock_fundamentals_unified:1008 | 📊 [统一基本面工具] 获取的数据模块数量: 2
2026-05-31 17:39:41,007 | agents               | INFO     | agent_utils:get_stock_fundamentals_unified:1009 | 📊 [统一基本面工具] 总数据长度: 554 字符
2026-05-31 17:39:41,007 | agents               | INFO     | agent_utils:get_stock_fundamentals_unified:1016 | 📊 [统一基本面工具] 数据模块 1: ## A股当前价格信息 (86 字符)
2026-05-31 17:39:41,007 | agents               | WARNING  | agent_utils:get_stock_fundamentals_unified:1020 | ⚠️ [统一基本面工具] 数据模块 1 包含错误信息
2026-05-31 17:39:41,007 | agents               | INFO     | agent_utils:get_stock_fundamentals_unified:1016 | 📊 [统一基本面工具] 数据模块 2: ## A股基本面财务数据 (343 字符)
2026-05-31 17:39:41,007 | agents               | INFO     | agent_utils:get_stock_fundamentals_unified:1022 | ✅ [统一基本面工具] 数据模块 2 获取成功
2026-05-31 17:39:41,007 | agents               | INFO     | agent_utils:get_stock_fundamentals_unified:1026 | 📊 [统一基本面工具] 基础/标准级别策略: 仅获取核心价格数据和基础信息
2026-05-31 17:39:41,008 | agents               | INFO     | agent_utils:get_stock_fundamentals_unified:1032 | 📊 [统一基本面工具] ===== 数据获取摘要结束 =====
2026-05-31 17:39:41,008 | tools                | INFO     | tool_logging:wrapper:82 | ✅ [工具调用] get_stock_fundamentals_unified - 完成 (耗时: 0.14s)
2026-05-31 17:39:41,008 | agents               | INFO     | trading_graph:propagate:780 | ⏱️ [messages] 耗时: 0.15秒
2026-05-31 17:39:41,008 | tools                | INFO     | logging_manager:log_module_start:361 | 📊 [模块开始] fundamentals_analyst - 股票: 600036
2026-05-31 17:39:41,008 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:116 | 🔧 [工具调用计数] 检测到新的工具结果，更新计数器: 1
2026-05-31 17:39:41,008 | default              | INFO     | fundamentals_analyst:fundamentals_analyst_node:118 | 🔧 [工具调用计数] 当前工具调用次数: 1/1
